4,conventional,2,smoc1,10.823,8132,9824,81384,87296,46312,3536,230400
4,conventional,2,smoc2,10.963,10084,11044,64352,82516,65692,3555,230400
4,conventional,2,smoc3,10.96,13732,11532,104044,107396,55344,3535,230400
4,conventional,2,smoc4,10.6,10088,12176,141584,145892,78280,3538,230400
4,conventional,2,smoc5,5.407,15724,9944,79748,77240,60304,3537,230400
4,conventional,3,smoc1,9.0,7228,10624,83652,96076,59276,3543,230400
4,conventional,3,smoc2,8.449,13732,10740,105212,113428,92012,3534,230400
4,conventional,3,smoc3,8.906,7304,11236,68468,98040,56292,3559,230400
4,conventional,3,smoc4,8.846,7336,12008,112680,132476,75868,3552,230400
4,conventional,3,smoc5,4.755,6016,5476,36148,39848,48384,3556,230400
4,conventional,4,smoc1,8.369,13664,12764,107776,115588,60080,3547,230400
4,conventional,4,smoc2,8.95,9456,10404,89932,114772,62500,3557,230400
4,conventional,4,smoc3,8.273,5092,10960,69516,90688,59220,3559,230400
4,conventional,4,smoc4,8.295,10404,8276,84308,110288,53916,3558,230400
4,conventional,4,smoc5,4.815,12120,2868,70396,57188,78972,3538,230400
4,conventional,5,smoc1,8.029,7816,12724,56260,88292,49308,3559,230400
4,conventional,5,smoc2,7.637,11260,10644,78328,87832,77604,3533,230400
4,conventional,5,smoc3,7.488,9608,11112,109856,119604,73024,3538,230400
4,conventional,5,smoc4,7.743,14136,12368,108036,109104,75340,3536,230400
4,conventional,5,smoc5,5.684,3388,1244,33780,32764,80308,3554,230400
4,conventional,6,smoc1,9.031,9068,10520,109628,125376,69840,3543,230400
4,conventional,6,smoc2,9.446,2540,11572,79648,107176,53552,3559,230400
4,conventional,6,smoc3,9.312,10720,10752,98812,118396,61340,3558,230400
4,conventional,6,smoc4,9.36,9460,9724,96940,109904,51080,3542,230400
4,conventional,6,smoc5,6.626,7660,1488,118752,116592,85432,3556,230400
4,conventional,7,smoc1,8.455,6876,11780,173364,182948,93584,3534,230400
4,conventional,7,smoc2,8.48,13056,10832,91724,105552,56244,3537,230400
4,conventional,7,smoc3,8.935,10272,11036,88348,96784,53184,3540,230400
4,conventional,7,smoc4,8.54,8992,10368,122700,133468,72040,3541,230400
4,conventional,7,smoc5,4.932,4676,7112,31412,33312,54548,3555,230400
4,conventional,8,smoc1,9.606,13088,11368,178364,196480,97272,3552,230400
4,conventional,8,smoc2,9.081,13384,11780,57224,82360,55916,3558,230400
4,conventional,8,smoc3,8.878,8292,11712,95588,117752,63608,3545,230400
4,conventional,8,smoc4,9.079,10392,13492,115104,138924,69104,3549,230400
4,conventional,8,smoc5,6.863,7832,5724,92108,92880,129012,3545,230400
4,conventional,9,smoc1,8.877,6800,10248,100668,117316,67376,3556,230400
4,conventional,9,smoc2,8.455,12436,12776,81116,93556,54772,3540,230400
4,conventional,9,smoc3,9.108,6252,8784,63640,83520,45676,3555,230400
4,conventional,9,smoc4,9.255,9760,10752,72772,82468,70032,3538,230400
4,conventional,9,smoc5,4.636,13936,13952,68244,69556,72076,3542,230400
4,conventional,10,smoc1,11.804,7880,11912,98228,112292,66468,3555,230400
4,conventional,10,smoc2,10.919,15532,17956,47092,56184,52028,3540,230400
4,conventional,10,smoc3,11.504,6476,10504,72560,100356,59756,3553,230400
4,conventional,10,smoc4,11.36,8628,12240,90388,96944,47520,3538,230400
4,conventional,10,smoc5,6.785,9996,4124,49960,63024,69720,3553,230400
4,distributed,1,smoc1,9.347,11172,10740,98080,106844,65088,3538,122880
4,distributed,1,smoc2,10.517,12688,9816,112356,119896,62464,3536,121880
4,distributed,1,smoc3,9.855,12420,12340,136308,144120,79796,3533,123800
4,distributed,1,smoc4,9.871,7328,7856,132696,140040,95624,3541,121040
4,distributed,1,smoc5,5.412,7192,2724,75356,75820,69604,3538,230400
4,distributed,2,smoc1,8.535,11696,10168,63868,76972,54292,3558,122800
4,distributed,2,smoc2,9.354,8436,9348,107492,117804,60036,3539,121960
4,distributed,2,smoc3,9.323,2556,10240,94964,115116,69252,3544,121200
4,distributed,2,smoc4,9.076,8300,10768,108452,130236,83932,3555,123640
4,distributed,2,smoc5,5.319,12028,9828,57752,57532,62416,3543,230400
4,distributed,3,smoc1,9.474,12836,12944,118340,139452,79396,3550,121360
4,distributed,3,smoc2,9.238,7012,5892,111628,130668,77896,3555,123720
4,distributed,3,smoc3,8.71,8992,10284,97296,110268,61796,3535,123000
4,distributed,3,smoc4,9.524,10412,10600,85744,94692,81696,3539,121520
4,distributed,3,smoc5,6.444,9684,4076,47952,49264,59868,3558,230400
4,distributed,4,smoc1,9.131,13500,11300,121408,126852,70204,3536,123520
4,distributed,4,smoc2,9.606,13500,11124,94676,111436,58552,3553,121000
4,distributed,4,smoc3,9.598,12952,13436,66840,89676,54740,3556,123080
4,distributed,4,smoc4,8.82,8936,11300,85064,95308,53528,3538,122000
4,distributed,4,smoc5,4.782,15412,10800,58228,55004,61996,3547,230400
4,distributed,5,smoc1,9.048,13120,11012,100428,110692,63180,3535,123560
4,distributed,5,smoc2,8.556,1276,12844,58540,87320,46736,3556,120720
4,distributed,5,smoc3,8.508,8600,12196,102268,111444,64024,3538,122080
4,distributed,5,smoc4,8.646,13452,13220,80972,89652,52244,3532,123240
4,distributed,5,smoc5,5.127,10308,4180,85964,79528,74324,3546,230400
4,distributed,6,smoc1,9.492,8844,11984,118204,139944,75380,3558,122480
4,distributed,6,smoc2,9.664,8540,9796,88348,108748,91488,3555,121440
4,distributed,6,smoc3,9.221,11692,10216,147568,156928,86596,3536,123080
4,distributed,6,smoc4,8.808,8368,11544,130580,137964,76784,3539,122600
4,distributed,6,smoc5,5.862,13768,8764,138532,135784,145016,3536,230400
4,distributed,7,smoc1,8.85,6020,10020,96852,113952,63468,3540,120720
4,distributed,7,smoc2,9.455,8248,10752,93864,104160,59424,3537,124000
4,distributed,7,smoc3,9.255,3552,10408,66584,91532,53756,3562,122600
4,distributed,7,smoc4,9.509,11956,9960,55896,82544,59772,3562,122280
4,distributed,7,smoc5,5.910,16288,16032,62676,63904,102668,3536,230400
4,distributed,8,smoc1,9.231,8332,12352,128684,154012,77960,3557,123400
4,distributed,8,smoc2,8.942,9500,10040,107508,115740,70948,3538,122480
4,distributed,8,smoc3,9.42,14192,13060,90476,99472,50664,3538,123040
4,distributed,8,smoc4,8.47,5844,9388,77780,89868,56312,3539,120680
4,distributed,8,smoc5,5.651,6676,2064,84656,81716,69892,3544,230400
4,distributed,9,smoc1,8.187,11344,10168,78256,84480,56256,3534,122080
4,distributed,9,smoc2,8.731,12836,12776,82212,91728,57108,3536,123880
4,distributed,9,smoc3,8.381,7172,10620,92136,100500,60408,3535,122400
4,distributed,9,smoc4,8.576,7464,9044,131944,142192,81716,3536,121240
4,distributed,9,smoc5,6.079,10448,7088,50176,52776,30280,3539,230400
4,distributed,10,smoc1,8.516,6720,9776,124716,145388,80584,3558,121640
4,distributed,10,smoc2,8.499,13500,10812,97864,109020,51804,3538,124040
4,distributed,10,smoc3,8.753,14820,14204,59644,78696,73564,3556,121440
4,distributed,10,smoc4,8.379,11588,11244,93624,115540,59656,3561,122480
4,distributed,10,smoc5,5.858,10960,11344,79784,84540,72316,3536,230400
4,centralized,1,smoc1,11.461,6104,9144,104620,117536,66240,3539,86400
4,centralized,1,smoc2,11.635,12844,13012,153412,154444,94612,3531,86400
4,centralized,1,smoc3,11.499,10996,11608,117540,119488,62892,3531,86400
4,centralized,1,smoc4,11.177,9156,9776,110996,116648,66076,3532,86400
4,centralized,1,smoc5,5.448,14060,14568,97728,99360,107144,3544,86400
4,centralized,2,smoc1,9.169,6708,11572,101856,128380,69216,3556,86400
4,centralized,2,smoc2,8.259,5336,10564,127752,140420,73764,3541,86400
4,centralized,2,smoc3,8.065,17848,16992,103712,105420,56348,3527,86400
4,centralized,2,smoc4,8.858,8180,11036,95304,109032,58164,3539,86400
4,centralized,2,smoc5,4.477,8768,8008,61508,62852,68104,3537,86400
4,centralized,3,smoc1,9.126,11940,11860,82448,103608,55840,3555,86400
4,centralized,3,smoc2,8.478,13684,10804,86336,96048,58652,3538,86400
4,centralized,3,smoc3,8.922,5380,9308,52944,77516,45872,3562,86400
4,centralized,3,smoc4,8.213,13500,10304,124708,132448,95596,3538,86400
4,centralized,3,smoc5,4.404,8388,12232,42928,49944,56248,3547,86400
4,centralized,4,smoc1,9.423,10596,10240,75496,84576,57772,3538,86400
4,centralized,4,smoc2,8.659,11008,10972,98820,106588,53104,3536,86400
4,centralized,4,smoc3,9.271,13388,11548,104656,114532,74508,3538,86400
4,centralized,4,smoc4,9.177,8736,9984,131140,138004,79364,3535,86400
4,centralized,4,smoc5,4.380,10060,9768,31356,29164,44212,3555,86400
4,centralized,5,smoc1,8.743,10744,12780,87592,108696,59224,3556,86400
4,centralized,5,smoc2,9.01,7132,12204,100540,111400,61380,3547,86400
4,centralized,5,smoc3,8.741,4700,10984,75916,93696,56424,3540,86400
4,centralized,5,smoc4,8.879,13676,13012,69720,90728,53664,3554,86400
4,centralized,5,smoc5,4.329,4804,4692,28468,32900,43712,3557,86400
4,centralized,6,smoc1,7.998,13732,11204,117828,127768,78116,3536,86400
4,centralized,6,smoc2,8.279,11708,13188,73212,83184,54532,3532,86400
4,centralized,6,smoc3,8.054,7344,9340,94284,110104,52028,3556,86400
4,centralized,6,smoc4,8.49,7556,9688,94972,106640,64436,3539,86400
4,centralized,6,smoc5,5.192,20180,10776,81972,74144,82908,3544,86400
4,centralized,7,smoc1,8.875,9104,11504,117196,132060,67080,3544,86400
4,centralized,7,smoc2,9.646,7404,10644,75384,85376,48196,3539,86400
4,centralized,7,smoc3,9.314,5684,9764,70092,89856,48228,3559,86400
4,centralized,7,smoc4,9.649,9932,12012,63156,90400,61240,3556,86400
4,centralized,7,smoc5,4.645,6904,8648,69928,71612,109356,3538,86400
4,centralized,8,smoc1,8.89,2860,10008,76364,95728,56184,3541,86400
4,centralized,8,smoc2,8.431,9984,8144,95748,105600,57240,3540,86400
4,centralized,8,smoc3,8.277,8120,11896,88188,98392,57336,3534,86400
4,centralized,8,smoc4,8.728,12892,10740,67148,86864,59632,3558,86400
4,centralized,8,smoc5,4.919,8228,8012,52000,52008,71060,3558,86400
4,centralized,9,smoc1,9.495,544,9452,78140,109032,60520,3557,86400
4,centralized,9,smoc2,8.607,13684,11532,60516,80156,52916,3558,86400
4,centralized,9,smoc3,8.825,11528,13244,67128,77724,45936,3535,86400
4,centralized,9,smoc4,8.684,9740,10752,81244,97696,64340,3555,86400
4,centralized,9,smoc5,4.615,5336,2204,71120,68820,51144,3535,86400
4,centralized,10,smoc1,8.834,13500,11044,109456,117040,61268,3533,86400
4,centralized,10,smoc2,8.95,5532,9712,118652,128064,73752,3536,86400
4,centralized,10,smoc3,8.937,12300,10196,81420,89816,75912,3541,86400
4,centralized,10,smoc4,9.555,5636,10740,90900,117760,61188,3557,86400
4,centralized,10,smoc5,4.486,4712,12324,67732,74620,53888,3542,86400
